Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Year,City,State
19130,26743,32.6,66994,46820,4592,17.17084845,2014,Philadelphia,PA
19131,43493,35.8,27011,18801,13724,31.55450302,2014,Philadelphia,PA
19132,35930,34.7,22487,13771,14325,39.86919009,2014,Philadelphia,PA
19133,26247,29.3,14897,10550,15078,57.44656532,2014,Philadelphia,PA
19134,63631,29.1,24698,12254,30354,47.70316355,2014,Philadelphia,PA
19135,31886,33.9,37079,17759,6878,21.57059525,2014,Philadelphia,PA
19136,34873,36.1,45494,21366,5431,15.57365297,2014,Philadelphia,PA
19137,7951,40.4,46294,23050,1392,17.50723179,2014,Philadelphia,PA
19138,34240,35.2,32708,17615,8695,25.3942757,2014,Philadelphia,PA
19139,42451,32.3,24335,14655,15635,36.83069892,2014,Philadelphia,PA
19140,53608,32.7,21918,12510,24125,45.00261155,2014,Philadelphia,PA
19141,33591,33.7,28622,16504,10267,30.5647346,2014,Philadelphia,PA
19142,28770,29.2,30471,13810,9600,33.36809176,2014,Philadelphia,PA
19143,64073,35,30391,19359,18412,28.73597303,2014,Philadelphia,PA
19144,41549,35.8,28363,19667,12475,30.02479001,2014,Philadelphia,PA
19145,47498,35.6,36374,21997,10943,23.03886479,2014,Philadelphia,PA
19146,36596,32.9,45473,34051,7985,21.81932452,2014,Philadelphia,PA
19147,36580,34.2,62722,41084,4261,11.64844177,2014,Philadelphia,PA
19148,52629,35.7,42119,21868,12051,22.898022,2014,Philadelphia,PA
19149,55445,31.9,37602,17579,11305,20.38957525,2014,Philadelphia,PA
19150,25282,42.7,46267,23031,3785,14.9711257,2014,Philadelphia,PA
19151,32683,35.6,41092,20775,7662,23.44338035,2014,Philadelphia,PA
19152,34684,40.6,49097,23383,4680,13.49325337,2014,Philadelphia,PA
19153,11663,41.5,44118,23975,2031,17.41404441,2014,Philadelphia,PA
19154,33618,39.1,59044,27147,2982,8.870248081,2014,Philadelphia,PA
78201,41421,37.7,33512,17754,9033,21.80777866,2014,San Antonio,TX
78202,12743,28.8,24285,13041,5495,43.12171388,2014,San Antonio,TX
78203,5534,33.5,23859,11633,2429,43.89230213,2014,San Antonio,TX
78204,11237,36.8,31083,18276,3634,32.33959242,2014,San Antonio,TX
78205,1033,57.3,16809,30944,372,36.01161665,2014,San Antonio,TX
78207,53969,30.4,22894,10623,20751,38.44985084,2014,San Antonio,TX
78208,3860,34.1,26317,11911,1087,28.16062176,2014,San Antonio,TX
78209,40942,41.5,63104,48097,4777,11.66772507,2014,San Antonio,TX
78210,38685,34.6,32638,16168,10943,28.28744992,2014,San Antonio,TX
78211,34074,33.1,33480,12580,8203,24.07407407,2014,San Antonio,TX
78212,28437,36.9,39484,28581,5267,18.52164434,2014,San Antonio,TX
78213,42289,35.2,39806,22219,8117,19.19411667,2014,San Antonio,TX
78214,24061,34,29026,13821,8158,33.90549021,2014,San Antonio,TX
78215,1622,35.8,39515,41806,552,34.03205919,2014,San Antonio,TX
78216,40171,34.8,41853,28326,6414,15.96674218,2014,San Antonio,TX
78217,33014,34.9,44221,25163,5682,17.21088023,2014,San Antonio,TX
78218,32846,32.9,37885,19854,6596,20.08159289,2014,San Antonio,TX
78219,14805,31.3,38103,17420,3364,22.72205336,2014,San Antonio,TX
78220,16461,36.7,31277,14358,4666,28.34578701,2014,San Antonio,TX
78221,37923,32.8,38057,14913,9782,25.79437281,2014,San Antonio,TX
78222,22243,31,45992,17938,5314,23.89066223,2014,San Antonio,TX
78223,52249,33.1,36581,15729,13233,25.32680051,2014,San Antonio,TX
78224,18984,31,41757,15037,3739,19.69553308,2014,San Antonio,TX
78225,13629,38.4,32479,13970,3654,26.81047766,2014,San Antonio,TX
78226,5916,37.2,25804,14658,1880,31.77822853,2014,San Antonio,TX
78227,48457,29.3,37763,14130,13701,28.2745527,2014,San Antonio,TX
78228,60256,33.6,36113,15284,17945,29.7812666,2014,San Antonio,TX
78229,29893,29.9,34573,22107,7091,23.72127254,2014,San Antonio,TX
78230,42443,34.7,56996,35327,6063,14.28504111,2014,San Antonio,TX
78231,8132,41,77155,40768,792,9.739301525,2014,San Antonio,TX
78232,36503,39.5,65997,38324,2548,6.980248199,2014,San Antonio,TX
78233,46836,34.8,55435,22926,6739,14.38850457,2014,San Antonio,TX
78234,6684,20.5,59652,15978,277,4.144225015,2014,San Antonio,TX
78235,801,26.4,49659,27831,121,15.10611735,2014,San Antonio,TX
78236,8570,20.6,60625,12659,187,2.182030338,2014,San Antonio,TX
78237,37224,33.5,26992,11763,12209,32.798732,2014,San Antonio,TX
78238,25130,34.6,45307,22069,3547,14.11460406,2014,San Antonio,TX
78239,28460,38.1,57231,23813,3807,13.37666901,2014,San Antonio,TX
78240,54613,31.3,48851,26649,8576,15.70322084,2014,San Antonio,TX
78242,33538,26.6,35071,12033,10425,31.08414336,2014,San Antonio,TX
78244,31612,30.1,57412,19718,5471,17.30671897,2014,San Antonio,TX
78245,62615,29.4,59742,20147,9709,15.5058692,2014,San Antonio,TX
78247,51400,34.4,67906,28663,3088,6.007782101,2014,San Antonio,TX
78248,14380,43.4,104189,53724,547,3.803894298,2014,San Antonio,TX
78249,52206,29.1,68942,28594,8438,16.16289315,2014,San Antonio,TX
78250,56580,33.8,62059,25650,4890,8.642629905,2014,San Antonio,TX
78251,54898,30.4,64463,26534,4221,7.688804692,2014,San Antonio,TX
78252,8629,28.6,55190,14999,454,5.26132808,2014,San Antonio,TX
78253,32884,33.1,89282,32235,1584,4.816932247,2014,San Antonio,TX
78254,48966,31.6,76366,27245,2797,5.712126782,2014,San Antonio,TX
78255,12280,39.3,114315,47209,417,3.395765472,2014,San Antonio,TX
78256,7896,27.7,68355,44486,1842,23.32826748,2014,San Antonio,TX
78257,4186,44.2,115560,67566,500,11.94457716,2014,San Antonio,TX
78258,42447,35.3,106036,47166,1640,3.863641718,2014,San Antonio,TX
78259,22582,36.8,98266,39149,1064,4.711717297,2014,San Antonio,TX
78260,26498,35.8,109424,41169,1392,5.253226659,2014,San Antonio,TX
78261,14795,33.7,102163,45294,423,2.859074011,2014,San Antonio,TX
78263,4842,37.2,70833,25883,58,1.197852127,2014,San Antonio,TX
78264,11811,32.6,42334,14813,2663,22.54677843,2014,San Antonio,TX
78266,5990,47.7,109196,46395,213,3.555926544,2014,San Antonio,TX
92101,35893,36.1,52314,49269,8054,22.43891567,2014,San Diego,CA
92102,44893,30.3,41575,19581,13053,29.07580246,2014,San Diego,CA
92103,31927,40.8,65793,52006,3497,10.95311179,2014,San Diego,CA
92104,44590,35.4,48733,32111,8117,18.2036331,2014,San Diego,CA
92105,71334,29.2,36893,14839,20532,28.78290857,2014,San Diego,CA
92106,19539,37.2,81973,48791,1332,6.817134961,2014,San Diego,CA
92107,26947,35.6,66825,43135,2850,10.57631647,2014,San Diego,CA
92108,19245,31.6,65297,41030,2716,14.11275656,2014,San Diego,CA
92109,45304,30.8,67025,47007,6735,14.86623698,2014,San Diego,CA
92110,28006,32.8,60920,32109,3440,12.2830822,2014,San Diego,CA
92111,47590,36.4,55635,27508,8396,17.64236184,2014,San Diego,CA
92113,57580,25.8,28185,12900,21025,36.51441473,2014,San Diego,CA
92114,69305,33.4,57287,18887,13058,18.84135344,2014,San Diego,CA
92115,61718,27.7,42828,21293,16663,26.99860657,2014,San Diego,CA
92116,32943,34.7,54966,37428,4748,14.41277358,2014,San Diego,CA
92117,53205,38.7,65319,33331,6088,11.4425336,2014,San Diego,CA
92118,22664,41.7,90876,50077,1296,5.718319802,2014,San Diego,CA
92119,23926,43.3,70261,34349,1595,6.66638803,2014,San Diego,CA
92120,25365,43.1,79895,43238,1765,6.958407254,2014,San Diego,CA
92121,4832,29.2,103598,43301,802,16.59768212,2014,San Diego,CA
92122,44602,31,71307,41199,9261,20.76364289,2014,San Diego,CA
92123,29240,32.4,71911,32604,3017,10.31805746,2014,San Diego,CA
92124,30196,31.5,80625,36715,1867,6.182938138,2014,San Diego,CA
92126,78201,33.7,85707,31179,5963,7.625222184,2014,San Diego,CA
92127,41900,36.3,123459,50305,1438,3.431980907,2014,San Diego,CA
92128,49264,42.4,90298,43810,1979,4.017132186,2014,San Diego,CA
92129,54664,37.8,109267,40067,3183,5.822845017,2014,San Diego,CA
92130,50280,37.7,131166,61449,3137,6.239061257,2014,San Diego,CA
92131,33868,38.5,119924,50061,1487,4.390575174,2014,San Diego,CA
92139,37450,32.3,59679,20163,5342,14.26435247,2014,San Diego,CA
92145,1968,37.7,228587,69585,24,1.219512195,2014,San Diego,CA
92147,562,21.3,-666666666,29925,0,0,2014,San Diego,CA
92154,86740,32.2,60162,18506,12066,13.91053724,2014,San Diego,CA
92155,714,22.8,-666666666,24427,0,0,2014,San Diego,CA
92173,31518,28.9,35745,12231,9207,29.21187893,2014,San Diego,CA
95110,19239,31.5,68693,31910,3853,20.02702843,2014,San Jose,CA
95111,60907,31.7,57047,19045,10725,17.60881344,2014,San Jose,CA
95112,57503,30,49454,26254,12580,21.87711945,2014,San Jose,CA
95113,1163,33.2,61500,48744,409,35.16766982,2014,San Jose,CA
95116,52597,32.8,47413,18043,11490,21.8453524,2014,San Jose,CA
95117,32074,32.7,67718,31762,4460,13.90534389,2014,San Jose,CA
95118,31579,38.7,90984,40108,2440,7.726653789,2014,San Jose,CA
95119,10595,38.5,103319,35201,1104,10.42000944,2014,San Jose,CA
95120,37673,44.9,152721,59189,883,2.343853688,2014,San Jose,CA
95121,38603,36.8,85514,27820,4388,11.3669922,2014,San Jose,CA
95122,57564,31.8,57470,16187,10821,18.79820721,2014,San Jose,CA
95123,64602,36.9,90881,36350,4158,6.43633324,2014,San Jose,CA
95124,48505,39.8,106660,45872,2578,5.314915988,2014,San Jose,CA
95125,54696,38.8,102479,54421,3833,7.007825069,2014,San Jose,CA
95126,34618,33.8,72877,40532,5199,15.01819862,2014,San Jose,CA
95127,64498,35.1,70692,24848,8454,13.10738317,2014,San Jose,CA
95128,37026,35.6,70096,38158,5081,13.72278939,2014,San Jose,CA
95129,40530,39.9,107493,46901,2278,5.620528004,2014,San Jose,CA
95130,14559,36.9,98990,42097,1106,7.596675596,2014,San Jose,CA
95131,29660,36.8,108366,39534,2149,7.245448415,2014,San Jose,CA
95132,41222,39.9,98026,33446,3848,9.334821212,2014,San Jose,CA
95133,27381,36.6,72459,25725,4370,15.95997224,2014,San Jose,CA
95134,16811,32,114757,51823,1228,7.304740943,2014,San Jose,CA
95135,21349,44.1,128654,49256,1119,5.2414633,2014,San Jose,CA
95136,41852,36.2,87500,39287,3523,8.417757813,2014,San Jose,CA
95138,19136,38.3,145505,55832,618,3.22951505,2014,San Jose,CA
95139,6632,38.6,98400,39232,356,5.367913148,2014,San Jose,CA
95140,233,44.5,166750,47322,0,0,2014,San Jose,CA
95148,46993,37.8,107324,32414,4049,8.616176877,2014,San Jose,CA
85003,9262,37.8,42661,29026,2627,28.36320449,2014,Phoenix,AZ
85004,4649,34.2,29567,27241,1555,33.44805334,2014,Phoenix,AZ
85006,26473,29.5,24983,12083,13179,49.78279757,2014,Phoenix,AZ
85007,14114,35.2,27200,17818,6199,43.92092957,2014,Phoenix,AZ
85008,55820,28.8,34581,16563,18415,32.98996775,2014,Phoenix,AZ
85009,47667,28,22137,9504,21992,46.1367403,2014,Phoenix,AZ
85012,6446,43.9,53333,43092,847,13.13993174,2014,Phoenix,AZ
85013,20479,38.4,46920,35483,3409,16.64632062,2014,Phoenix,AZ
85014,24979,35.9,42162,27332,5621,22.50290244,2014,Phoenix,AZ
85015,39719,30.3,29838,16092,14776,37.20133941,2014,Phoenix,AZ
85016,33432,38.5,46399,33442,6580,19.68174204,2014,Phoenix,AZ
85017,40333,26.9,28385,11682,16467,40.82761015,2014,Phoenix,AZ
85018,37454,40.1,54028,42935,6274,16.75121482,2014,Phoenix,AZ
85019,25866,29,29335,10510,11456,44.28980128,2014,Phoenix,AZ
85020,32675,42.4,43927,29253,6606,20.21729151,2014,Phoenix,AZ
85021,37018,34.2,37445,25563,11059,29.87465557,2014,Phoenix,AZ
85022,48071,38.7,46529,28650,8045,16.73566183,2014,Phoenix,AZ
85023,31486,35.4,47646,27228,5146,16.34377184,2014,Phoenix,AZ
85024,23699,34.8,63864,31815,2532,10.68399511,2014,Phoenix,AZ
85027,36244,33.5,52137,26350,4309,11.88886436,2014,Phoenix,AZ
85028,18541,48.7,89030,46915,881,4.751631519,2014,Phoenix,AZ
85029,44241,35,42137,21013,8670,19.59720621,2014,Phoenix,AZ
85031,27980,27.2,23054,9579,12636,45.16082916,2014,Phoenix,AZ
85032,71347,35.1,47691,24248,13219,18.5277587,2014,Phoenix,AZ
85033,58799,26,32935,11106,20881,35.51250872,2014,Phoenix,AZ
85034,4586,27.2,21052,11371,2300,50.15263846,2014,Phoenix,AZ
85035,54668,24,31065,10405,21618,39.54415746,2014,Phoenix,AZ
85037,47465,27.5,47869,16737,9391,19.78510481,2014,Phoenix,AZ
85040,30312,28,30664,14029,11961,39.45961995,2014,Phoenix,AZ
85041,58191,28,41438,15572,15703,26.98527264,2014,Phoenix,AZ
85042,41677,30.9,45420,19688,10866,26.07193416,2014,Phoenix,AZ
85043,31724,26.8,40636,14470,7349,23.16542681,2014,Phoenix,AZ
85044,38538,39.1,67154,38876,2289,5.939592091,2014,Phoenix,AZ
85045,7420,38.8,109500,46576,274,3.692722372,2014,Phoenix,AZ
85048,34698,40.5,95628,44352,2024,5.833189233,2014,Phoenix,AZ
85050,29490,36.3,80233,39358,2114,7.168531706,2014,Phoenix,AZ
85051,43022,33.6,38389,18199,10532,24.48049835,2014,Phoenix,AZ
85053,28366,36.4,44039,22196,4146,14.61608968,2014,Phoenix,AZ
85054,5884,39.2,75093,52250,264,4.486743712,2014,Phoenix,AZ
85083,18663,36.3,101453,37101,783,4.195466967,2014,Phoenix,AZ
85085,18560,32.1,80342,35884,1049,5.651939655,2014,Phoenix,AZ
85086,42749,37.7,80477,33448,2048,4.790755339,2014,Phoenix,AZ
85087,7551,45.6,74275,35042,390,5.164878824,2014,Phoenix,AZ
10001,23537,35.6,86801,80990,4610,19.58618346,2015,New York ,NY
10002,80736,40.8,33726,27867,24215,29.99281609,2015,New York ,NY
10003,57112,32.1,98151,80936,4908,8.593640566,2015,New York ,NY
10004,3221,33.1,119691,90205,218,6.768084446,2015,New York ,NY
10005,8131,29.4,124194,96940,864,10.62599926,2015,New York ,NY
10006,3110,31.4,123691,96121,250,8.038585209,2015,New York ,NY
10007,6876,35.4,250001,184886,191,2.777777778,2015,New York ,NY
10009,60865,37,59090,44839,13840,22.73884827,2015,New York ,NY
10010,31447,34.6,101718,82453,4277,13.60066143,2015,New York ,NY
10011,52349,39.5,109818,114034,4336,8.282870733,2015,New York ,NY
10012,24163,34.2,100859,77687,2379,9.845631751,2015,New York ,NY
10013,27415,36.9,96667,105629,3178,11.59219405,2015,New York ,NY
10014,30727,37,113973,112694,1758,5.721352556,2015,New York ,NY
10016,50641,33.4,104826,88937,4862,9.600916254,2015,New York ,NY
10017,16472,37.4,106421,102122,1235,7.497571637,2015,New York ,NY
10018,9168,30.7,105500,79765,1364,14.87783595,2015,New York ,NY
10019,38830,39.2,94022,89202,4644,11.95982488,2015,New York ,NY
10021,43573,39.5,115076,119996,2767,6.350262777,2015,New York ,NY
10022,30607,45.5,126378,139507,1525,4.982520338,2015,New York ,NY
10023,60586,42.1,111478,103249,4825,7.963886046,2015,New York ,NY
10024,58391,42.5,113839,101201,4183,7.163775239,2015,New York ,NY
10025,96068,40.3,74065,58664,14911,15.52129741,2015,New York ,NY
10026,38310,34.2,47264,32424,11041,28.8201514,2015,New York ,NY
10027,64413,30.2,40782,26953,18464,28.66502104,2015,New York ,NY
10028,46883,39.6,114939,110585,2343,4.997547085,2015,New York ,NY
10029,79251,33.3,31350,25697,23401,29.52770312,2015,New York ,NY
10030,29209,34.1,33196,23818,8500,29.10061967,2015,New York ,NY
10031,59244,33.8,39774,23542,14725,24.85483762,2015,New York ,NY
10032,62685,34.2,37280,19479,18187,29.01332057,2015,New York ,NY
10033,59844,35.8,44933,23904,14637,24.45859234,2015,New York ,NY
10034,43405,35.5,42581,23256,11359,26.16979611,2015,New York ,NY
10035,33920,35.2,27424,20371,13117,38.67040094,2015,New York ,NY
10036,25799,37,75966,73546,3366,13.04701733,2015,New York ,NY
10037,18777,36.1,35491,25883,5384,28.673377,2015,New York ,NY
10038,21464,33.6,76379,59468,3789,17.65281401,2015,New York ,NY
10039,26697,32.4,33558,22260,7734,28.96954714,2015,New York ,NY
10040,44378,37.8,46200,23847,8985,20.24651855,2015,New York ,NY
10044,11783,40.9,91383,48285,1155,9.80225749,2015,New York ,NY
10065,30237,38.7,112869,115637,1748,5.780996792,2015,New York ,NY
10069,5526,34.6,163750,120573,436,7.889974665,2015,New York ,NY
10075,25756,44.1,111691,114620,1995,7.745767976,2015,New York ,NY
10128,61927,39.1,100200,90805,4441,7.171346908,2015,New York ,NY
10162,1289,44.4,193510,112223,0,0,2015,New York ,NY
10280,9552,37.2,145432,95071,435,4.554020101,2015,New York ,NY
10282,5730,33,250001,137952,197,3.438045375,2015,New York ,NY
19001,17198,39.3,69212,33743,1138,6.617048494,2015,Philadelphia,PA
19002,33565,43.4,99910,52217,1984,5.910919112,2015,Philadelphia,PA
19003,12788,37.6,78597,41686,1136,8.88332812,2015,Philadelphia,PA
19004,9618,44,113462,67023,417,4.335620711,2015,Philadelphia,PA
19006,21644,46.4,96458,45666,813,3.756237294,2015,Philadelphia,PA
19007,20864,38.2,43688,22436,2835,13.58799847,2015,Philadelphia,PA
19008,20884,46.2,79547,35867,862,4.12756177,2015,Philadelphia,PA
19009,955,33.2,80625,29672,89,9.319371728,2015,Philadelphia,PA
19010,20675,36.3,105026,61715,1294,6.258766626,2015,Philadelphia,PA
19012,6704,42,84256,35132,483,7.204653938,2015,Philadelphia,PA
19013,35546,30.5,27386,14637,11275,31.71946211,2015,Philadelphia,PA
19014,21238,40.5,78038,31881,791,3.724456163,2015,Philadelphia,PA
19015,16489,38.3,55440,27128,2068,12.54169446,2015,Philadelphia,PA
19017,335,56.6,76058,35692,34,10.14925373,2015,Philadelphia,PA
19018,23632,35.7,55151,26375,2282,9.656398104,2015,Philadelphia,PA
19020,55424,40,60809,31074,4642,8.375433025,2015,Philadelphia,PA
19021,9918,43.1,54980,24253,1095,11.04053237,2015,Philadelphia,PA
19022,3810,34.5,40691,18083,703,18.45144357,2015,Philadelphia,PA
19023,22447,30.9,40372,18035,5466,24.35069274,2015,Philadelphia,PA
19025,5257,46.6,123177,58656,77,1.464713715,2015,Philadelphia,PA
19026,30919,37.6,65334,32155,2452,7.930398784,2015,Philadelphia,PA
19027,20049,41.1,66237,40685,1292,6.444211681,2015,Philadelphia,PA
19029,3984,40.7,47671,24563,469,11.77208835,2015,Philadelphia,PA
19030,11897,42.5,64130,29400,927,7.791880306,2015,Philadelphia,PA
19031,4968,43.7,84708,40997,362,7.286634461,2015,Philadelphia,PA
19032,6630,33.9,52246,21454,1340,20.21116139,2015,Philadelphia,PA
19033,8289,39,75220,30697,372,4.487875498,2015,Philadelphia,PA
19034,6055,44.4,141154,62439,105,1.734104046,2015,Philadelphia,PA
19035,3853,48.1,188606,111093,154,3.996885544,2015,Philadelphia,PA
19036,12939,40.6,55753,28196,1391,10.75044439,2015,Philadelphia,PA
19038,31008,41.4,84057,41212,1686,5.437306502,2015,Philadelphia,PA
19040,20333,42.3,70469,34037,984,4.839423597,2015,Philadelphia,PA
19041,5871,47.1,110813,79734,291,4.956566173,2015,Philadelphia,PA
19043,2409,37.1,53011,29437,194,8.053134081,2015,Philadelphia,PA
19044,16018,38.6,67630,37136,368,2.297415408,2015,Philadelphia,PA
19046,17167,44.9,83369,50264,1456,8.481388711,2015,Philadelphia,PA
19047,36066,42.2,81087,38525,2137,5.925248156,2015,Philadelphia,PA
19050,27983,39.2,52856,27776,3102,11.08530179,2015,Philadelphia,PA
19053,26176,41.8,76625,33815,1119,4.274908313,2015,Philadelphia,PA
19054,17035,39.4,66697,27656,864,5.071910772,2015,Philadelphia,PA
19055,13317,40.7,68824,27002,565,4.242697304,2015,Philadelphia,PA
19056,15522,39.8,69943,28969,919,5.920628785,2015,Philadelphia,PA
19057,17905,37.7,60651,25211,2062,11.51633622,2015,Philadelphia,PA
19060,11308,45,127255,48729,247,2.184294305,2015,Philadelphia,PA
19061,20103,40.2,51977,25823,2374,11.80918271,2015,Philadelphia,PA
19063,35069,46.4,89058,49132,1464,4.174627164,2015,Philadelphia,PA
19064,24562,43.2,97556,38527,688,2.801074831,2015,Philadelphia,PA
19066,6001,42.6,193804,76777,208,3.466088985,2015,Philadelphia,PA
19067,51407,42.3,100065,48971,1891,3.678487366,2015,Philadelphia,PA
19070,7079,45,66620,33118,366,5.170221783,2015,Philadelphia,PA
19072,9283,44.8,112229,80395,393,4.23354519,2015,Philadelphia,PA
19073,18960,50.6,87979,60206,698,3.681434599,2015,Philadelphia,PA
19074,5897,40,66698,27676,434,7.359674411,2015,Philadelphia,PA
19075,7506,37.7,91850,37456,368,4.902744471,2015,Philadelphia,PA
19076,6568,36.9,60756,28090,605,9.211327649,2015,Philadelphia,PA
19078,11039,41.1,63596,31136,880,7.97173657,2015,Philadelphia,PA
19079,9195,34.4,45053,20281,1532,16.66122893,2015,Philadelphia,PA
19081,9928,37.8,91013,43911,233,2.346897663,2015,Philadelphia,PA
19082,40411,32.5,38691,18273,9167,22.68441761,2015,Philadelphia,PA
19083,36765,40.6,93884,39155,1399,3.805249558,2015,Philadelphia,PA
19085,8563,21.2,188977,63298,132,1.541515824,2015,Philadelphia,PA
19086,11605,45.4,96045,46706,244,2.102542008,2015,Philadelphia,PA
19087,32747,40.8,118801,62005,1551,4.736311723,2015,Philadelphia,PA
19090,19163,40.1,66972,31051,1525,7.958044148,2015,Philadelphia,PA
19094,4909,36.3,54279,23410,926,18.86331228,2015,Philadelphia,PA
19095,7422,43,72262,37716,900,12.12611156,2015,Philadelphia,PA
19096,13792,45.2,117348,69590,481,3.487529002,2015,Philadelphia,PA
19102,4656,31,86855,78570,355,7.624570447,2015,Philadelphia,PA
19103,23154,34.9,65965,70418,3580,15.46169128,2015,Philadelphia,PA
19104,54718,22.4,20483,11901,21098,38.55769582,2015,Philadelphia,PA
19106,11763,36.1,101648,79293,1063,9.036810337,2015,Philadelphia,PA
19107,12727,29.8,47572,39236,3098,24.34195018,2015,Philadelphia,PA
19111,70453,34.1,44301,20576,13090,18.57976239,2015,Philadelphia,PA
19114,30677,42.2,51427,28908,3248,10.58773674,2015,Philadelphia,PA
19115,32661,45.1,45949,29383,3600,11.0223202,2015,Philadelphia,PA
19116,33842,43.9,46452,26503,4593,13.57189291,2015,Philadelphia,PA
19118,10123,43.3,77763,58839,623,6.154302084,2015,Philadelphia,PA
19119,28211,43.1,54579,36638,3629,12.86377654,2015,Philadelphia,PA
19120,77534,28.4,35413,14515,22984,29.64376919,2015,Philadelphia,PA
19121,33045,27.1,17969,12265,15398,46.59706461,2015,Philadelphia,PA
19122,21120,26.2,29815,14547,6211,29.40814394,2015,Philadelphia,PA
19123,13971,33,53295,40165,2865,20.50676401,2015,Philadelphia,PA
19124,64803,31.3,29334,14694,22076,34.06632409,2015,Philadelphia,PA
19125,22963,33.5,45720,26112,5225,22.75399556,2015,Philadelphia,PA
19126,16398,37.2,36544,20923,2855,17.41065984,2015,Philadelphia,PA
19127,5889,27.2,70556,36348,1135,19.27322126,2015,Philadelphia,PA
19128,37582,34.2,61144,33508,4640,12.34633601,2015,Philadelphia,PA
19129,11178,32.6,48129,30314,1699,15.19949902,2015,Philadelphia,PA
19130,26546,32.7,71173,49215,4256,16.03254728,2015,Philadelphia,PA
19131,41652,36.2,27722,19167,12583,30.20983386,2015,Philadelphia,PA
19132,36876,34,23380,13335,14511,39.35079727,2015,Philadelphia,PA
19133,26914,29.5,17016,11173,15595,57.94382106,2015,Philadelphia,PA
19134,62840,29.8,26014,13048,27842,44.30617441,2015,Philadelphia,PA
19135,31868,33.9,38154,18150,6632,20.81084473,2015,Philadelphia,PA
19136,33663,36.3,44912,22023,5774,17.15236313,2015,Philadelphia,PA
19137,7853,40,45223,23552,1462,18.61708901,2015,Philadelphia,PA
19138,34159,35.5,33706,18014,8535,24.98609444,2015,Philadelphia,PA
19139,43534,32.7,24606,14349,15757,36.1946984,2015,Philadelphia,PA
19140,52508,32.9,21272,12447,23314,44.4008532,2015,Philadelphia,PA
19141,34255,32.8,28622,16588,10791,31.50197052,2015,Philadelphia,PA
19142,28595,29.8,31191,14478,9479,33.14915195,2015,Philadelphia,PA
19143,63553,35,29465,19061,19891,31.29828647,2015,Philadelphia,PA
19144,41617,35.2,27909,19769,13245,31.82593652,2015,Philadelphia,PA
19145,46758,36.2,37024,23094,10293,22.01334531,2015,Philadelphia,PA
19146,37728,33.7,48015,35736,7682,20.3615352,2015,Philadelphia,PA
19147,37967,34.1,67007,41197,4167,10.97532067,2015,Philadelphia,PA
19148,53979,35.8,44098,22118,11490,21.28605569,2015,Philadelphia,PA
19149,55077,32,39920,17872,12003,21.79312599,2015,Philadelphia,PA
19150,25031,42.6,45771,23013,3629,14.49802245,2015,Philadelphia,PA
19151,33982,35.2,42610,21264,7498,22.06462245,2015,Philadelphia,PA
19152,34731,41.2,48735,23330,4647,13.37997754,2015,Philadelphia,PA
19153,11925,40,42777,24821,2349,19.69811321,2015,Philadelphia,PA
19154,34056,39.2,60031,27370,2862,8.403805497,2015,Philadelphia,PA
60601,11905,36.2,102254,94529,1293,10.86098278,2015,Chicago,IL 
60602,1294,25.9,57368,44580,32,2.472952087,2015,Chicago,IL 
60603,1076,27.1,122031,101680,195,18.12267658,2015,Chicago,IL 
60604,545,46.4,151731,162676,47,8.623853211,2015,Chicago,IL 
60605,27238,32.7,87668,62034,3371,12.37609222,2015,Chicago,IL 
60606,3098,31.5,106661,84999,262,8.457069077,2015,Chicago,IL 
60607,27557,30.3,85917,52390,5472,19.85702362,2015,Chicago,IL 
60608,79607,31.7,36216,17551,20490,25.73894256,2015,Chicago,IL 
60609,62010,31.4,32284,15188,19460,31.38203516,2015,Chicago,IL 
60610,39598,33.1,75892,71160,6860,17.32410728,2015,Chicago,IL 
60611,31165,38.4,87280,106686,2208,7.084870849,2015,Chicago,IL 
60612,36531,30.5,35888,21047,12799,35.03599682,2015,Chicago,IL 
60613,49389,31.9,72126,56471,5479,11.09356334,2015,Chicago,IL 
60614,69423,30.1,92714,70514,7046,10.14937413,2015,Chicago,IL 
60615,41210,33.1,41108,32693,10356,25.12982286,2015,Chicago,IL 
60616,52214,36,42594,28048,12696,24.31531773,2015,Chicago,IL 
60617,82213,36.3,37796,18091,20401,24.81481031,2015,Chicago,IL 
60618,97324,33.5,57500,32032,13742,14.11984711,2015,Chicago,IL 
60619,63411,39.8,32239,19193,18688,29.47122739,2015,Chicago,IL 
60620,69909,39.6,32168,17497,18793,26.88208957,2015,Chicago,IL 
60621,31881,31.2,19832,11641,14542,45.61337474,2015,Chicago,IL 
60622,55516,31.3,75163,46618,8726,15.71799121,2015,Chicago,IL 
60623,88635,28.5,28091,11424,34943,39.42347831,2015,Chicago,IL 
60624,38140,28.8,22204,11667,17369,45.54011536,2015,Chicago,IL 
60625,78731,34,56507,29719,13190,16.7532484,2015,Chicago,IL 
60626,49118,34.4,36439,24963,11870,24.16629342,2015,Chicago,IL 
60628,67914,37.7,36242,18425,20193,29.73319198,2015,Chicago,IL 
60629,114982,30.4,40712,14581,26414,22.97229132,2015,Chicago,IL 
60630,56653,39.3,62244,28904,6324,11.16269218,2015,Chicago,IL 
60631,28255,43.5,76400,38663,1288,4.558485224,2015,Chicago,IL 
60632,91310,30.7,38438,13893,22033,24.1298872,2015,Chicago,IL 
